LEAID,NAME,STATE_STATECODE
1800960,Brown County School Corporation,IN
2700403,JANE GOODALL ENVIRONMENTAL SCIENCE,MN
2011820,Spearville,KS
510170,MOUNTAIN PINE SCHOOL DISTRICT,AR
601507,ISANA Himalia Academy District,CA
400376,Cortez Park Charter Middle School Inc. (79988),AZ
3608850,DERUYTER CENTRAL SCHOOL DISTRICT,NY
905220,WINDSOR SCHOOL DISTRICT,CT
4810170,BIG SANDY ISD,TX
1801020,Brownsburg Community School Corp,IN
2700404,Success Academy,MN
2011850,Spring Hill,KS
2600980,DeTour Arts and Technology Academy,MI
3608880,DEER PARK UNION FREE SCHOOL DISTRICT,NY
400377,West Gilbert Charter Middle School Inc. (79990),AZ
2011880,St Francis Comm Sch,KS
601508,Valley Life Charter District,CA
2700406,Minnesota Excellence in Learning Ac,MN
4810200,BIG SPRING ISD,TX
1801050,Brownstown Cnt Com Sch Corp,IN
510200,MOUNTAIN VIEW SCHOOL DISTRICT,AR
905250,WINDSOR LOCKS SCHOOL DISTRICT,CT
2011910,St John-Hudson,KS
400381,Carpe Diem Collegiate High School (80001),AZ
3608910,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,NY
2600981,Wellspring Preparatory High School,MI
2700407,CARVER COUNTY SCHOOLS NETWORK,MN
2011970,Stafford,KS
4810230,BIRDVILLE ISD,TX
1801060,C A Beard Memorial School Corp,IN
601509,Sweetwater Secondary District,CA
3608970,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,NY
2700408,LEVEL UP ACADEMY,MN
400382,CPLC Community Schools dba Toltecalli High School (80032),AZ
2012000,Blue Valley,KS
905280,WOLCOTT SCHOOL DISTRICT,CT
510260,MOUNTAINBURG SCHOOL DISTRICT,AR
1801170,Cannelton City Schools,IN
4810260,BISHOP CISD,TX
2600982,Relevant Academy of Eaton County,MI
2700410,New Century School,MN
3609030,DEPEW UNION FREE SCHOOL DISTRICT,NY
2012030,Sterling,KS
400383,Life Skills Center of Arizona Inc. (80299),AZ
1801200,Carmel Clay Schools,IN
601510,Health Sciences Middle District,CA
2012060,Stockton,KS
2700412,ROCHESTER BEACON ACADEMY,MN
3609060,DEPOSIT CENTRAL SCHOOL DISTRICT,NY
2600983,The Greenspire School,MI
4810320,BLANCO ISD,TX
905310,WOODBRIDGE SCHOOL DISTRICT,CT
510290,MULBERRY SCHOOL DISTRICT,AR
2012090,Sublette,KS
1801230,Medora Community School Corp,IN
400384,American Charter Schools Foundation d.b.a. Desert  (79872),AZ
2700413,SHERBURNE AND NORTHERN WRIGHT SPECI,MN
3609090,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,NY
4810350,BLAND ISD,TX
2012120,Sylvan Grove,KS
601511,Creekside Charter District,CA
2600984,FlexTech High School,MI
1801290,Carroll Consolidated School Corp,IN
905370,WOODSTOCK SCHOOL DISTRICT,CT
2700415,TESFA INTERNATIONAL SCHOOL,MN
400385,American Charter Schools Foundation d.b.a. Crestvi (79874),AZ
3609120,DOBBS FERRY UNION FREE SCHOOL DISTRICT,NY
2012150,Syracuse,KS
4810380,BLANKET ISD,TX
510320,SOUTH PIKE COUNTY SCHOOL DISTRICT,AR
1801410,Caston School Corporation,IN
2700417,SouthWest Educational Cooperative (,MN
601512,Sutter Peak Charter Academy District,CA
2600985,Regent Park Scholars Charter Academy,MI
2012180,Shawnee Heights,KS
905371,NORWICH FREE ACADEMY,CT
3609210,DOVER UNION FREE SCHOOL DISTRICT,NY
400386,Kaizen Education Foundation dba Summit High School (79876),AZ
4810440,BLOOMBURG ISD,TX
1801440,Center Grove Community School Corp,IN
2700420,Southwest Metro Intermediate 288,MN
2012210,Tonganoxie,KS
3609240,DOWNSVILLE CENTRAL SCHOOL DISTRICT,NY
510380,NASHVILLE SCHOOL DISTRICT,AR
905372,THE GILBERT SCHOOL,CT
400387,Kaizen Education Foundation dba Tempe Accelerated  (79878),AZ
2600986,American International Academy,MI
601513,Peabody Charter District,CA
2012260,Topeka Public Schools,KS
2700422,Big Picture Twin Cities,MN
4810470,BLOOMING GROVE ISD,TX
1801470,Central Nine Career Center,IN
3609330,DRYDEN CENTRAL SCHOOL DISTRICT,NY
2012300,Circle,KS
905373,WOODSTOCK ACADEMY,CT
400388,Kaizen Education Foundation dba Skyview High Schoo (79880),AZ
2700423,North Metro Flex Academy,MN
2600987,Hamilton Academy,MI
1801560,Centerville-Abington Com Schs,IN
510410,NEMO VISTA SCHOOL DISTRICT,AR
2012330,Troy Public Schools,KS
4810500,BLOOMINGTON ISD,TX
601514,Latitude 37.8 High District,CA
3609360,DUANESBURG CENTRAL SCHOOL DISTRICT,NY
2100030,Adair County,KY
2700424,Cannon Valley Special Education Coo,MN
1801590,DeKalb Co Ctl United Sch Dist,IN
2012360,Turner-Kansas City,KS
400389,Kaizen Education Foundation dba Maya High School (79882),AZ
2600988,Hope Academy of West Michigan,MI
3609390,DUNDEE CENTRAL SCHOOL DISTRICT,NY
2700425,FIT Academy,MN
2012390,Udall,KS
510440,NETTLETON SCHOOL DISTRICT,AR
4810590,BLUE RIDGE ISD,TX
400390,Camelback Education Inc (79905),AZ
2100070,Allen County,KY
1801710,Central Noble Com School Corp,IN
601515,High Tech High Media Arts District,CA
2012420,Ulysses,KS
3609420,DUNKIRK CITY SCHOOL DISTRICT,NY
2700426,Austin Albert Lea Area Special Educ,MN
2600989,Arbor Preparatory High School,MI
400391,Vista Charter School (79907),AZ
2012450,Uniontown,KS
1801740,Perry Central Com Schools Corp,IN
2100081,Muhlenberg County,KY
2700428,Language Arts Academy,MN
3609540,EAST AURORA UNION FREE SCHOOL DISTRICT,NY
4810620,BLUFF DALE ISD,TX
510560,NORFORK SCHOOL DISTRICT,AR
601516,Harbor Springs Charter District,CA
2012510,Valley Center Pub Sch,KS
400393,Lifelong Learning Research Institute Inc. (79926),AZ
1801770,Randolph Central School Corp,IN
2600990,Forest Academy,MI
2700429,Phoenix Academy Charter School,MN
3609630,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,NY
2100090,Anchorage Independent,KY
2012540,Valley Falls,KS
4810650,BLUM ISD,TX
400394,Avondale Learning dba Precision Academy (79929),AZ
2012600,Victoria,KS
2700430,Athlos Academy of Saint Cloud,MN
3609660,EAST HAMPTON UNION FREE SCHOOL DISTRICT,NY
1801890,Clark-Pleasant Community Sch Corp,IN
2600991,GEE Edmonson Academy,MI
510680,N. LITTLE ROCK SCHOOL DISTRICT,AR
601517,Compass Charter Schools of San Diego District,CA
2012630,Wakeeney,KS
2100094,Kentucky School for the Blind,KY
400395,LEAD Charter Schools (79967),AZ
4810710,BOERNE ISD,TX
2700431,Mercy Community Academy,MN
1801920,Clarksville Community School Corp,IN
3609690,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,NY
2012780,Valley Heights,KS
2600992,Blue Water Middle College,MI
601518,OnePurpose District,CA
510920,OMAHA SCHOOL DISTRICT,AR
2012810,Lebo-Waverly,KS
400396,All Aboard Charter School (79969),AZ
2700432,Academy of Personalized Excellence,MN
3609720,EAST ISLIP UNION FREE SCHOOL DISTRICT,NY
1802040,Northwestern School Corp,IN
2100095,Kentucky School for the Deaf,KY
4810740,BOLES ISD,TX
2012840,Wellington,KS
2700433,Skyline Math and Science Academy,MN
2600993,Jalen Rose Leadership Academy,MI
3609840,EAST MEADOW UNION FREE SCHOOL DISTRICT,NY
2012870,Wellsville,KS
1802130,Clinton Central School Corporation,IN
400397,CAFA Inc. dba Learning Foundation Performing Arts (79971),AZ
510950,OSCEOLA SCHOOL DISTRICT,AR
4810780,BOLING ISD,TX
601519,EPIC CHRTR(Excellence Perf Innovation Citzenship) DIST,CA
2012900,Weskan,KS
2100099,Ohio Valley Educational Cooperative,KY
2700434,Northeast Art and Science Polytechn,MN
3609870,EAST MORICHES UNION FREE SCHOOL DISTRICT,NY
1802160,Clinton Prairie School Corporation,IN
400399,Montessori Academy Inc. (80011),AZ
2600995,Noor International Academy,MI
2012990,Wichita,KS
2700436,Family Freedom Academy,MN
4810800,BONHAM ISD,TX
3609900,EAST QUOGUE UNION FREE SCHOOL DISTRICT,NY
510980,OUACHITA SCHOOL DISTRICT,AR
601520,Howard Gardner Community Charter District,CA
1802190,South Central Com School Corp,IN
400401,New World Educational Center (78882),AZ
2013020,Jefferson County North,KS
2700437,Marine Area Community School,MN
2100101,Kentucky Educational Development Corporation,KY
2600996,East Arbor Charter Academy,MI
3609930,EAST ROCHESTER UNION FREE SCHOOL DISTRICT,NY
2013050,Winfield,KS
4810830,BOOKER ISD,TX
400402,Cholla Academy (5186),AZ
1802220,Cloverdale Community Schools,IN
511010,OZARK SCHOOL DISTRICT,AR
2700438,The Journey School,MN
601521,All Tribes Elementary Charter District,CA
2013110,Woodson,KS
3609960,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,NY
1802280,Whitley County Con Schools,IN
400403,Akimel O Otham Pee Posh Charter School Inc. (5978),AZ
2100102,West Kentucky Educational Cooperative,KY
2700439,SciTech Academy Charter School,MN
4810860,BORDEN COUNTY ISD,TX
2600997,South Canton Scholars Charter Academy,MI
2093310,Sedgwick Co Area Educational Servs,KS
601522,Audeo Charter District,CA
3609990,EAST SYRACUSE MINOA CENTRAL SCHOOL DISTRICT,NY
1802400,Concord Community Schools,IN
511070,PANGBURN SCHOOL DISTRICT,AR
3300001,Newmarket SAU Office,NH
2700440,Education Innovation Partners Coope,MN
400404,Akimel O'Otham Pee Posh Charter School Inc. (78966),AZ
4810890,BORGER ISD,TX
3610050,EAST WILLISTON UNION FREE SCHOOL DISTRICT,NY
2600998,New Paradigm Loving Academy,MI
3300002,Raymond SAU Office,NH
2100103,Jefferson County Exceptional Child Education Services,KY
1802420,Covered Bridge Spec Ed Dist,IN
2700441,Academy of Construction and Enginee,MN
400405,Cornerstone Charter SchoolInc (79077),AZ
511130,PARIS SCHOOL DISTRICT,AR
3610080,EASTCHESTER UNION FREE SCHOOL DISTRICT,NY
4810910,BOSQUEVILLE ISD,TX
601523,Encore Jr./Sr. High Sch for the Perf & Visual Arts District,CA
3300003,John Stark Regional School District,NH
1802430,Covington Community School Corp,IN
2700442,Northern Lights Academy Cooperative,MN
400406,Happy Valley School Inc. (79081),AZ
2600999,GEE White Academy,MI
3610140,GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,NY
3300007,Henniker SAU Office,NH
2100104,Kentucky Valley Educational Corporation,KY
2700443,The Studio School,MN
4810950,BOVINA ISD,TX
1802440,Crawford County Community Sch Corp,IN
400407,CITY Center for Collaborative Learning (85448),AZ
511220,PARKERS CHAPEL SCHOOL DIST.,AR
601524,Aspire Titan Academy District,CA
2601000,Bay City Academy,MI
3610170,EDEN CENTRAL SCHOOL DISTRICT,NY
3300008,Somersworth SAU Office,NH
2700444,Progeny Academy Charter School,MN
1802460,Crawfordsville Community Schools,IN
400409,Satori Inc. (85454),AZ
4810990,BOWIE ISD,TX
3300009,Farmington SAU Office,NH
3610200,EDGEMONT UNION FREE SCHOOL DISTRICT,NY
2700445,Gateway STEM Academy,MN
2100108,Green River Regional Educational Cooperative,KY
1802490,Crown Point Community School Corp,IN
511340,PERRYVILLE SCHOOL DISTRICT,AR
400413,Mohave Accelerated Elementary School Inc. (85516),AZ
3300010,Mascoma Valley SAU Office,NH
601525,College Preparatory Middle - East County District,CA
3610230,EDINBURG COMMON SCHOOL DISTRICT,NY
2601001,Education Achievement Authority of Michigan,MI
2700446,Minnesota Wildflower Montessori Sch,MN
4811010,BOYD ISD,TX
1802520,Culver Community Schools Corp,IN
3300011,Bedford SAU Office,NH
400414,Academy of Building Industries Inc. (85540),AZ
511370,PIGGOTT SCHOOL DISTRICT,AR
3610260,EDMESTON CENTRAL SCHOOL DISTRICT,NY
2100109,Southeast/Southcentral Education Cooperative,KY
2700447,West Metro Schools Network (WMSN),MN
1802550,Danville Community School Corp,IN
4811040,BOYS RANCH ISD,TX
3300012,Jaffrey-Rindge SAU Office,NH
2601003,Detroit Innovation Academy,MI
601526,Monsenor Oscar Romero Charter Middle District,CA
3610380,ELBA CENTRAL SCHOOL DISTRICT,NY
400415,Arizona Montessori Charter School at Anthem (85749),AZ
2700448,Minnesota Healthcare Consortium (MH,MN
1802580,Daviess-Martin Special Ed Coop,IN
3300013,Wakefield SAU Office,NH
511610,POCAHONTAS SCHOOL DISTRICT,AR
3610410,ELDRED CENTRAL SCHOOL DISTRICT,NY
2601006,WSC Academy,MI
2100112,Northern Kentucky Cooperative for Educational Services,KY
400416,StarShine Academy (85807),AZ
2700449,Three Rivers Montessori School,MN
3300014,Hopkinton SAU Office,NH
601527,Iftin Charter District,CA
1802610,Decatur County Community Schools,IN
4811070,BRACKETT ISD,TX
2700450,Horizon Science Academy Twin Cities,MN
1802640,M S D Decatur Township,IN
3300015,Lincoln-Woodstock SAU Office,NH
400417,Arizona Agribusiness & Equine Center Inc. (85816),AZ
3610440,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL DISTRICT,NY
2601008,Madison-Carver Academy,MI
511700,POTTSVILLE SCHOOL DISTRICT,AR
2100113,Central Kentucky Educational Cooperative,KY
4811110,BRADY ISD,TX
601528,Insight @ San Diego District,CA
3300016,Barrington SAU Office,NH
2700451,Quantum STEAM Academy Charter Schoo,MN
1802660,Delaware Community School Corp,IN
400419,Gila County Regional School District (87600),AZ
3610500,ELLENVILLE CENTRAL SCHOOL DISTRICT,NY
511730,POYEN SCHOOL DISTRICT,AR
2601010,Michigan Educational Choice Center,MI
3300017,Exeter Region Coop School District,NH
2100120,Anderson County,KY
400420,Pillar Charter School (87334),AZ
1802700,Delphi Community School Corp,IN
2700452,Odaa Academy of Science and Technol,MN
4811190,BRAZOSPORT ISD,TX
3610530,ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,NY
3300018,Hanover SAU Office,NH
2601011,Innocademy,MI
601529,Valor Academy Elementary District,CA
511760,PRAIRIE GROVE SCHOOL DISTRICT,AR
2700453,STEAM Academy Charter School,MN
2100150,Ashland Independent,KY
1802800,Duneland School Corporation,IN
400423,Legacy Education Group (87349),AZ
3610560,ELMIRA CITY SCHOOL DISTRICT,NY
3300019,Goshen-Lempster SAU Office,NH
4811220,BRECKENRIDGE ISD,TX
2700454,Great Oaks Academy Charter School,MN
2601012,Rutherford Winans Academy,MI
3300020,Alton SAU Office,NH
400424,Rosefield Charter Elementary School Inc. (87399),AZ
1802830,Zionsville Community Schools,IN
601530,PUC Community Charter Elementary District,CA
3610590,ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT,NY
2100180,Augusta Independent,KY
511820,PRESCOTT SCHOOL DISTRICT,AR
2700455,Aurora Waasakone Community of Learn,MN
4811250,BREMOND ISD,TX
3300021,Gilford SAU Office,NH
1802850,East Allen County Schools,IN
400425,East Mesa Charter Elementary School Inc. (87401),AZ
3610620,ELMONT UNION FREE SCHOOL DISTRICT,NY
2100210,Ballard County,KY
2601013,Capstone Academy Charter School (SDA),MI
2702264,NORTHEAST METRO 916,MN
3300022,Grantham SAU Office,NH
1802880,School City of East Chicago,IN
511850,PULASKI CO. SPEC. SCHOOL DIST.,AR
601531,California Heritage Youthbuild Academy II District,CA
400426,Arizona Agribusiness & Equine Center Inc. (87403),AZ
4811280,BRENHAM ISD,TX
3300023,Lyme SAU Office,NH
2702640,LESTER PRAIRIE PUBLIC SCHOOL DIST.,MN
3610650,ELMSFORD UNION FREE SCHOOL DISTRICT,NY
1802910,Lake Station Community Schools,IN
2100240,Barbourville Independent,KY
3300024,Bow SAU Office,NH
2601014,Highland Park Public School Academy System,MI
400427,Arizona Connections Academy Charter School Inc. (87407),AZ
511880,QUITMAN SCHOOL DISTRICT,AR
2702720,SOUTHLAND PUBLIC SCHOOL DISTRICT,MN
3610680,ELWOOD UNION FREE SCHOOL DISTRICT,NY
4811310,BRIDGE CITY ISD,TX
3300025,Monroe SAU Office,NH
1802940,East Gibson School Corporation,IN
2100270,Bardstown Independent,KY
601532,Bright Star Secondary Charter Academy District,CA
2702730,ADRIAN PUBLIC SCHOOL DISTRICT,MN
2601015,Evergreen Academy,MI
400429,Country Gardens Charter Schools (79074),AZ
3300027,Lebanon SAU Office,NH
511970,ROGERS SCHOOL DISTRICT,AR
3610710,UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,NY
4811340,BRIDGEPORT ISD,TX
1802970,East Noble School Corporation,IN
2100289,Kentucky Tech System,KY
3300028,Shaker Regional SAU Office,NH
2702760,AITKIN PUBLIC SCHOOL DISTRICT,MN
601533,Ingenuity Charter District,CA
2601016,Caniff Liberty Academy,MI
400432,Portable Practical Educational Preparation Inc. ( (87405),AZ
512000,ROSE BUD SCHOOL DISTRICT,AR
3610860,FABIUS-POMPEY CENTRAL SCHOOL DISTRICT,NY
1803000,East Washington School Corp,IN
3300030,North Country Charter Academy,NH
2702910,WALKER-HACKENSACK-AKELEY SCHL. DIST,MN
2100290,Craft Academy,KY
4811400,FORT ELLIOTT CISD,TX
400434,Santa Cruz County Regional School District (85848),AZ
1803030,Eastbrook Community Sch Corp,IN
3300031,Seacoast Charter School,NH
3610890,FAIRPORT CENTRAL SCHOOL DISTRICT,NY
2601017,Nexus Academy of Grand Rapids,MI
512060,RUSSELLVILLE SCHOOL DISTRICT,AR
601534,Los Angeles Academy of Arts and Enterprise District,CA
2702930,ALBANY PUBLIC SCHOOL DISTRICT,MN
2100300,Barren County,KY
4811430,BROADDUS ISD,TX
400438,Imagine Charter Elementary at Desert West Inc. (88367),AZ
3300032,Prospect Mountain JMA,NH
1803060,DeKalb Co Eastern Com Sch Dist,IN
3610920,FALCONER CENTRAL SCHOOL DISTRICT,NY
2702970,ALBERT LEA PUBLIC SCHOOL DISTRICT,MN
512090,SALEM SCHOOL DISTRICT,AR
2100330,Bath County,KY
3300033,Gilmanton SAU Office,NH
2601018,The New Standard Academy,MI
1803090,Eastern Greene Schools,IN
400439,Desert Star Community School Inc. (88321),AZ
601535,Intellectual Virtues Academy District,CA
4811460,BROCK ISD,TX
3610950,FALLSBURG CENTRAL SCHOOL DISTRICT,NY
2703030,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,MN
3300034,Coos County,NH
2100360,Beechwood Independent,KY
512180,SCRANTON SCHOOL DISTRICT,AR
1803120,Eastern Hancock Co Com Sch Corp,IN
400440,Chandler Preparatory Academy (88299),AZ
2601019,Nexus Academy of Lansing,MI
2703060,ALEXANDRIA PUBLIC SCHOOL DISTRICT,MN
4811490,BRONTE ISD,TX
3610980,FARMINGDALE UNION FREE SCHOOL DISTRICT,NY
3300035,Gorham Randolph Shelburne Coop School District,NH
601536,Rocketship Si Se Puede Academy District,CA
1803150,Eastern Howard School Corporation,IN
400441,Imagine Middle at Surprise Inc. (88372),AZ
2100390,Bell County,KY
2703150,ANNANDALE PUBLIC SCHOOL DISTRICT,MN
3300036,Cocheco Arts And Technology Academy,NH
4811520,BROOKELAND ISD,TX
3611070,FILLMORE CENTRAL SCHOOL DISTRICT,NY
2601020,Plymouth Scholars Charter Academy,MI
1803180,Randolph Eastern School Corp,IN
512210,SEARCY SCHOOL DISTRICT,AR
400442,Imagine Middle at East Mesa Inc. (88369),AZ
601537,Pacific View Charter District,CA
2703180,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,MN
2100420,Bellevue Independent,KY
3300039,Surry Village Charter School,NH
1803210,Shelby Eastern Schools,IN
4811550,BROOKESMITH ISD,TX
2703300,ASHBY PUBLIC SCHOOL DISTRICT,MN
400444,Prescott Valley Charter School (88317),AZ
3611100,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,NY
512420,SHIRLEY SCHOOL DISTRICT,AR
3300040,Academy for Science and Design Charter School,NH
2100480,Berea Independent,KY
2601021,South Pointe Scholars Charter Academy,MI
601538,Multicultural Learning Center District,CA
1803240,Edinburgh Community School Corp,IN
2703450,AUSTIN PUBLIC SCHOOL DISTRICT,MN
3300041,CSI Charter School,NH
400445,Imagine Charter Elementary at Camelback Inc. (88365),AZ
4811580,BROOKS COUNTY ISD,TX
3611160,FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,NY
2100510,Boone County,KY
1803270,Elkhart Community Schools,IN
512450,SILOAM SPRINGS SCHOOL DISTRICT,AR
2601023,W-A-Y Academy,MI
2703540,BADGER PUBLIC SCHOOL DISTRICT,MN
3300042,Strong Foundations Charter School,NH
400446,Imagine Elementary at Tempe Inc. (88374),AZ
601539,Animo Phillis Wheatley Charter Middle District,CA
3611190,FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT,NY
2100540,Bourbon County,KY
1803300,Elwood Community School Corp,IN
4811610,BROWNFIELD ISD,TX
2703570,BAGLEY PUBLIC SCHOOL DISTRICT,MN
3300043,Ledyard Charter Academy,NH
512480,SLOAN-HENDRIX SCHOOL DIST.,AR
2601027,Faxon Language Immersion Academy,MI
3611250,FORESTVILLE CENTRAL SCHOOL DISTRICT,NY
400447,American Charter Schools Foundation d.b.a. South R (88334),AZ
3300044,Littleton SAU Office,NH
1803330,Eminence Community School Corp,IN
2703660,BARNESVILLE PUBLIC SCHOOL DIST.,MN
2100570,Bowling Green Independent,KY
601540,Environmental Charter Middle - Inglewood District,CA
4811640,BROWNSBORO ISD,TX
3300045,Fremont SAU Office,NH
512510,SMACKOVER SCHOOL DISTRICT,AR
3611280,FORT ANN CENTRAL SCHOOL DISTRICT,NY
400448,Desert Sky Community School Inc. (88308),AZ
2703690,BARNUM PUBLIC SCHOOL DISTRICT,MN
2601028,Charlton Heston Academy,MI
3300046,Chester SAU Office,NH
2100620,Boyd County,KY
1803450,Evansville Vanderburgh School Corp,IN
601541,ISANA Palmati Academy District,CA
4811680,BROWNSVILLE ISD,TX
3611310,FORT EDWARD UNION FREE SCHOOL DISTRICT,NY
2703750,BATTLE LAKE PUBLIC SCHOOL DISTRICT,MN
400450,Agua Fria Union High School District (4289),AZ
3300048,Great Bay Elearning Charter School,NH
512520,SO. CONWAY CO. SCHOOL DISTRICT,AR
2100630,Boyle County,KY
2703870,BECKER PUBLIC SCHOOL DISTRICT,MN
400453,Pinal County Juvenile Detention (79534),AZ
2601029,Muskegon Heights Public School Academy System,MI
3611370,FORT PLAIN CENTRAL SCHOOL DISTRICT,NY
1803480,Fairfield Community Schools,IN
4811700,BROWNWOOD ISD,TX
3300049,Prospect Mountain School District,NH
601542,Alliance Kory Hunter Middle District,CA
2100660,Bracken County,KY
512540,SOUTHSIDE SCHOOL DISTRICT,AR
2704050,BELLE PLAINE PUBLIC SCHOOL DISTRICT,MN
400455,ARIZONA STATE HOSPITAL (6415),AZ
3300050,Hudson SAU Office,NH
3611400,FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT,NY
4811730,BRUCEVILLE-EDDY ISD,TX
2100690,Breathitt County,KY
2704440,BEMIDJI PUBLIC SCHOOL DISTRICT,MN
1803510,Fayette County School Corporation,IN
400456,Graham County Juvenile Detention (79539),AZ
3300616,Milton School District,NH
2601030,Cornerstone Health and Technology School,MI
601543,New Designs Charter School-Watts District,CA
3611430,FRANKLIN CENTRAL SCHOOL DISTRICT,NY
512570,SOUTH SIDE SCHOOL DISTRICT,AR
3301350,Albany School District,NH
2704470,BENSON PUBLIC SCHOOL DISTRICT,MN
400457,Cochise County Juvenile Detention (79462),AZ
2100720,Breckinridge County,KY
4811790,BRYAN ISD,TX
3611460,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,NY
